tahun,provinsi,kabupaten_kota,timbulan_harian_ton,timbulan_tahunan_ton,pengurangan_ton,pct_pengurangan,penanganan_ton,pct_penanganan,terkelola_ton,pct_terkelola,daur_ulang_ton,bahan_baku_ton,recycling_rate,periode,komposisi_makanan_pct,komposisi_kayu_pct,komposisi_kertas_pct,komposisi_plastik_pct,komposisi_logam_pct,komposisi_kain_pct,komposisi_karet_pct,komposisi_kaca_pct,komposisi_lainnya_pct,gap_tidak_tertangani_ton,kategori_pengelolaan
2025,Jawa Barat,Kab. Cirebon,1254.86,458024.45,0,0,10214.13,2.23,10214.13,2.23,0,10214.13,2.23,P 2,,,,,,,,,,447809.77,Sangat Kurang (<30%)
2025,Jawa Barat,Kab. Sumedang,490.66,179092.36,100.35,0.06,22321.32,12.46,22421.67,12.52,98.55,22321.32,12.52,P 2,30,7.5,10.5,27.5,3,4.5,2.5,6.5,8,156669.23,Sangat Kurang (<30%)
2025,Jawa Barat,Kab. Indramayu,1148.42,419174.73,3452.55,0.82,106447.32,25.39,109899.86,26.22,3124.4,35338.67,9.18,P 2,45.17,15.06,8.47,13.78,0.16,1.49,0.21,1.3,14.36,309273.44,Sangat Kurang (<30%)
2025,Jawa Barat,Kab. Subang,670.21,244625.77,0,0,0,0,,,,,,,55,5,10,14,5,4,3,2,2,,Sangat Kurang (<30%)
2025,Jawa Barat,Kab. Bandung Barat,690.63,252080.79,630.72,0.25,83168.09,32.99,83798.81,33.24,630.72,83168.09,33.24,P 2,,,,,,,,,,168281.14,Kurang (30-60%)
2025,Jawa Barat,Kota Bogor,726.86,265303.9,0,0,0,0,,,,,,,45.27,6.21,9.51,21.99,0.59,2.14,0.42,1.2,12.67,,Sangat Kurang (<30%)
2025,Jawa Barat,Kota Cirebon,218.54,79767.7,0,0,0,0,,,,,,,49.22,11.76,5.56,19.01,0.71,1.76,0.58,1.43,9.97,,Sangat Kurang (<30%)
2025,Jawa Barat,Kota Bekasi,1850.84,675556.82,0,0,0,0,,,,,,,65.2,7.2,4.2,15.6,0.2,6.3,0.5,0.5,0.3,,Sangat Kurang (<30%)
2025,Jawa Barat,Kota Depok,1279.1,466870.19,1095,0.23,75897.19,16.26,76992.19,16.49,1095,75897.19,16.49,P 2,,,,,,,,,,389879.31,Sangat Kurang (<30%)
2025,Jawa Barat,Kota Tasikmalaya,340.42,124254.94,60.45,0.05,22589.92,18.18,22650.37,18.23,60.45,22589.92,18.23,P 2,25.3,14.96,12.19,31.53,0.87,3.4,,4.28,7.47,101602.93,Sangat Kurang (<30%)
2025,Jawa Barat,Kota Banjar,87.63,31984.66,7657.09,23.94,23226.42,72.62,30883.5,96.56,7657.09,7115.32,46.19,P 2,,,,,,,,,,1101.45,Baik (>80%)
2025,Jawa Tengah,Kab. Banyumas,738.84,269676.16,0,0,0,0,,,,,,,45,13,8,20,2,3,2,2,5,,Sangat Kurang (<30%)
2025,Jawa Tengah,Kab. Klaten,655.76,239352.07,0,0,0,0,,,,,,,60,5,5,20,0.5,5,3,0.5,1,,Sangat Kurang (<30%)
2025,Jawa Tengah,Kab. Jepara,460.51,168085.3,0,0,0,0,,,,,,,53.31,0.96,8.79,23.36,0.69,2.44,0.94,1.16,8.35,,Sangat Kurang (<30%)
2025,Jawa Tengah,Kab. Demak,632.61,230903.38,0,0,0,0,,,,,,,39.69,12.9,12.08,17.89,3.26,2.49,1.75,2.36,7.58,,Sangat Kurang (<30%)
2025,Jawa Tengah,Kab. Semarang,544.36,198693.04,0,0,0,0,,,,,,,71.56,1.58,4.25,18.52,0.27,0.18,,0.38,3.26,,Sangat Kurang (<30%)
2025,Jawa Tengah,Kab. Pekalongan,407.6,148774.88,1834.64,1.23,41348.46,27.79,43183.1,29.03,97.61,41348.46,27.86,P 2,32.1,14,9.4,28.2,2.3,2.2,1.6,1.2,9,105590.9,Sangat Kurang (<30%)
2025,Jawa Tengah,Kota Surakarta,421.48,153840.85,0,0,0,0,,,,,,,49.55,14.97,7.17,10.29,0.2,2.38,0.18,0.51,14.75,,Sangat Kurang (<30%)
2025,Daerah Istimewa Yogyakarta,Kab. Kulon Progo,219.96,80286.09,17918.34,22.32,25989.57,32.37,43907.91,54.69,17461.26,14408.12,39.69,P 2,25,27.35,9.66,17.68,2.63,2.75,2,1.72,11.21,36377.49,Kurang (30-60%)
2025,Daerah Istimewa Yogyakarta,Kab. Bantul,421.52,153853.22,0,0,0,0,,,,,,,43.74,14.54,9.19,30.31,0.19,0.31,0.01,0.3,1.41,,Sangat Kurang (<30%)
2025,Daerah Istimewa Yogyakarta,Kab. Gunungkidul,368.57,134529.18,244.82,0.18,53161.25,39.52,53406.07,39.7,138.08,31881.75,23.8,P 2,47,4,15,15,1,1,0.2,1,6,81121.98,Kurang (30-60%)
2025,Daerah Istimewa Yogyakarta,Kab. Sleman,585.3,213633.38,8852.57,4.14,47683.56,22.32,56536.13,26.46,8852.57,25274.38,15.97,P 2,46.49,,17.08,32.77,0.99,0.16,0.03,0.57,1.91,157098.37,Sangat Kurang (<30%)
2025,Daerah Istimewa Yogyakarta,Kota Yogyakarta,300.64,109733.6,0,0,0,0,,,,,,,48.35,0.24,15.92,30.55,0.57,1.24,0.37,0.93,1.83,,Sangat Kurang (<30%)
2025,Jawa Timur,Kab. Ponorogo,391.6,142935.17,0,0,0,0,,,,,,,44.75,0.36,16.53,21.89,0.48,6.62,1.43,0.6,7.34,,Sangat Kurang (<30%)
2025,Jawa Timur,Kab. Blitar,416.36,151971.64,0,0,0,0,,,,,,,40,15,12.55,15,0.9,1.94,0.52,0.92,13.17,,Sangat Kurang (<30%)
2025,Jawa Timur,Kab. Malang,976,356238.93,0,0,257373.8,72.25,257373.8,72.25,0,42863.3,12.03,P 2,,,,,,,,,,98866.2,Cukup (60-80%)
2025,Jawa Timur,Kab. Jember,1040.27,379696.8,0,0,0,0,,,,,,,,,,,,,,,,,Sangat Kurang (<30%)
2025,Jawa Timur,Kab. Banyuwangi,842.14,307381.4,0,0,0,0,,,,,,,60.59,10.36,5.77,14.75,0.53,0.43,0.06,1.19,6.32,,Sangat Kurang (<30%)
2025,Jawa Timur,Kab. Situbondo,256.63,93669.45,0,0,0,0,,,,,,,,,,,,,,,,,Sangat Kurang (<30%)
2025,Jawa Timur,Kab. Sidoarjo,892.26,325676.56,0,0,213600.82,65.59,213600.82,65.59,0,17998,5.53,P 2,,,,,,,,,,112074.08,Cukup (60-80%)
2025,Jawa Timur,Kab. Mojokerto,450.9,164577.1,890.24,0.54,89043.11,54.1,89933.34,54.65,890.24,56193.11,34.68,P 2,,,,,,,,,,74645.16,Kurang (30-60%)
2025,Jawa Timur,Kab. Jombang,534.39,195051.91,48.31,0.02,112070.4,57.46,112118.71,57.48,47.89,41001.24,21.05,P 2,50,12.8,10,18,1,2,0.6,1.6,4,82933.64,Kurang (30-60%)
2025,Jawa Timur,Kab. Nganjuk,459.44,167697.21,0,0,0,0,,,,,,,61.5,2,13.1,12.3,6,1,1,1,2.1,,Sangat Kurang (<30%)
2025,Jawa Timur,Kab. Madiun,295.3,107783.04,25667.88,23.81,41532.58,38.53,67200.46,62.35,25051.78,25764.58,47.15,P 2,57.7,1.32,11.4,25.7,1.33,0.65,0.02,0.92,0.96,40584.04,Cukup (60-80%)
2025,Jawa Timur,Kab. Bojonegoro,368.88,134641.67,0,0,0,0,,,,,,,66.7,5.3,8.3,16.2,0.8,0.8,0.5,0.6,0.8,,Sangat Kurang (<30%)
2025,Jawa Timur,Kab. Tuban,531.89,194138.51,14962.12,7.71,111289.92,57.33,126252.04,65.03,14040.37,36282.42,25.92,P 2,58.52,15.32,5.78,11.02,0.17,1.62,0.1,1.33,6.14,67887.81,Cukup (60-80%)
2025,Jawa Timur,Kab. Bangkalan,422.08,154058.03,0,0,0,0,,,,,,,52.32,15.32,9.72,14.97,0.43,1.02,0.29,2.93,3,,Sangat Kurang (<30%)
2025,Jawa Timur,Kab. Sampang,516.96,188691.5,0,0,0,0,,,,,,,43,10,5,13,1,2,1,5,20,,Sangat Kurang (<30%)
2025,Jawa Timur,Kota Kediri,177.84,64911.66,47.64,0.07,3978,6.13,4025.64,6.2,35.26,3978,6.18,P 2,,,,,,,,,,60885.96,Sangat Kurang (<30%)
2025,Jawa Timur,Kota Malang,732.14,267230.53,839.53,0.31,263772.85,98.71,264612.38,99.02,827.91,84694.72,32,P 2,,,,,,,,,,2618.72,Baik (>80%)
2025,Jawa Timur,Kota Pasuruan,149.43,54541.33,0,0,49564.85,90.88,49564.85,90.88,0,11155.9,20.45,P 2,,,,,,,,,,4977.1,Baik (>80%)
2025,Jawa Timur,Kota Surabaya,1806.93,659530.76,2091.04,0.32,654283.61,99.2,656374.65,99.52,2007.5,61545.51,9.64,P 2,34.48,20.61,5.89,16.51,0.4,3.46,1.54,1.01,16.1,3154.8,Baik (>80%)
2025,Banten,Kab. Lebak,620.61,226522.8,0,0,0,0,,,,,,,30,12,10,15,8,5,5,10,5,,Sangat Kurang (<30%)
2025,Banten,Kota Serang,632.64,230913.93,0,0,0,0,,,,,,,67.32,4.4,7.05,20.05,0.33,0.13,0.17,0.5,0.05,,Sangat Kurang (<30%)
2025,Bali,Kab. Badung,489.34,178610.34,0,0,0,0,,,,,,,17.12,20.23,6.82,16.28,1.76,1.19,2.11,9.42,25.07,,Sangat Kurang (<30%)
2025,Bali,Kab. Klungkung,114.87,41926.56,0,0,0,0,,,,,,,30.05,36.71,10.05,12.3,0.68,2.48,1.02,1.35,5.36,,Sangat Kurang (<30%)
2025,Bali,Kab. Bangli,114.7,41867.11,0,0,0,0,,,,,,,27.7,45.1,5.3,11.3,5.7,1.3,0.3,1.2,2.1,,Sangat Kurang (<30%)
2025,Bali,Kab. Karangasem,291.8,106506.31,0,0,0,0,,,,,,,10,50,11,20,2,0.02,0.04,2,4.94,,Sangat Kurang (<30%)
2025,Bali,Kab. Buleleng,414.08,151138.47,0,0,123003.7,81.38,123003.7,81.38,0,21705.25,14.36,P 2,4,68.41,6.69,14.69,0.23,1.79,0.52,0.77,2.9,28135.5,Baik (>80%)
2025,Nusa Tenggara Barat,Kab. Lombok Barat,305.1,111362.52,0,0,0,0,,,,,,,25.5,27.5,11.5,14.5,5.6,4.5,3.5,3.5,3.9,,Sangat Kurang (<30%)
2025,Nusa Tenggara Barat,Kab. Sumbawa Barat,64.88,23682.81,0,0,0,0,,,,,,,28,20,18,32,2,,,,,,Sangat Kurang (<30%)
2025,Nusa Tenggara Timur,Kab. Kupang,157.25,57394.79,0,0,0,0,,,,,,,44,21,6,12,2,6,3,1,5,,Sangat Kurang (<30%)
2025,Nusa Tenggara Timur,Kab. Timor Tengah Utara,109.64,40019.18,0,0,0,0,,,,,,,41,13,12.2,17,4.4,3.7,1.9,3.2,3.6,,Sangat Kurang (<30%)
2025,Nusa Tenggara Timur,Kab. Belu,92.57,33789.07,0,0,0,0,,,,,,,18.75,20.51,10.74,21.09,7.81,2.34,4.31,5.86,8.59,,Sangat Kurang (<30%)
2025,Nusa Tenggara Timur,Kab. Sikka,139.41,50884.07,9.13,0.02,1882.31,3.7,1891.43,3.72,9.13,1882.31,3.72,P 2,40,17,5,20,6,3,2,3,4,48993.22,Sangat Kurang (<30%)
2025,Nusa Tenggara Timur,Kab. Ende,112.58,41093.45,3.65,0.01,12,0.03,15.65,0.04,3.65,12,0.04,P 2,33.75,20,12.5,13.75,0.5,5,0.5,0.5,13.5,41076.05,Sangat Kurang (<30%)
2025,Nusa Tenggara Timur,Kab. Ngada,121.86,44479.48,0,0,8270.9,18.59,8270.9,18.59,0,2073.2,4.66,P 2,25,20,10,10,10,10,5,5,5,36208,Sangat Kurang (<30%)
2025,Nusa Tenggara Timur,Kab. Manggarai,139.93,51076.06,0,0,0,0,,,,,,,37.82,0.44,16.25,26.27,2.09,1,0.3,3.75,12.08,,Sangat Kurang (<30%)
2025,Nusa Tenggara Timur,Kab. Rote Ndao,60.21,21976.07,0,0,361.39,1.64,361.39,1.64,0,361.39,1.64,P 2,40,15,10,20,4,3,3,3,2,21615.26,Sangat Kurang (<30%)
2025,Nusa Tenggara Timur,Kab. Manggarai Barat,147.31,53768.7,0,0,0,0,,,,,,,35,13,10,29,5,1,3,4,,,Sangat Kurang (<30%)
2025,Nusa Tenggara Timur,Kab. Nagekeo,66.09,24123.73,0,0,0,0,,,,,,,42,28,5,15,2.8,3,1,2.1,1.1,,Sangat Kurang (<30%)
2025,Nusa Tenggara Timur,Kab. Sumba Tengah,36.94,13483.68,0,0,0,0,,,,,,,35,17,17,20,2,2,1,1,5,,Sangat Kurang (<30%)
2025,Nusa Tenggara Timur,Kab. Sumba Barat Daya,151.51,55300.57,0,0,0,0,,,,,,,25,20,5,20,5,7,5,5,8,,Sangat Kurang (<30%)
2025,Nusa Tenggara Timur,Kab. Sabu Raijua,37.91,13838.9,1825,13.19,1843.25,13.32,3668.25,26.51,1825,1843.25,26.51,P 2,14,24,22,25,9,1,1,3,1,10168.9,Sangat Kurang (<30%)
2025,Nusa Tenggara Timur,Kab. Malaka,77.4,28252.46,9786.2,34.64,0,0,9786.2,34.64,9786.2,0,34.64,P 2,31.28,30.22,10.38,13.23,0.86,3.21,2.1,1.15,7.57,18464.8,Kurang (30-60%)
2025,Nusa Tenggara Timur,Kota Kupang,237.4,86651.18,20292.82,23.42,8371.04,9.66,28663.85,33.08,20292.82,8371.04,33.08,P 2,29,17,13,19.5,4.25,3,2.8,3.3,8.15,57987.15,Kurang (30-60%)
2025,Kalimantan Barat,Kab. Sambas,394.65,144045.72,9.59,0.01,14444.57,10.03,14454.16,10.03,1.96,1669.57,1.16,P 2,40,5.6,14.2,25,0.3,1,0.9,2,11,129593.09,Sangat Kurang (<30%)
2025,Kalimantan Barat,Kab. Mempawah,94.94,34651.82,0,0,0,0,,,,,,,40.25,12.93,11.33,18.07,3.05,2.59,2.14,2.21,7.43,,Sangat Kurang (<30%)
2025,Kalimantan Barat,Kab. Sanggau,258.36,94299.58,0,0,913,0.97,913,0.97,0,913,0.97,P 2,,,,,,,,,,93388.4,Sangat Kurang (<30%)
2025,Kalimantan Barat,Kab. Ketapang,303.52,110786.44,0,0,0,0,,,,,,,,,,,,,,,,,Sangat Kurang (<30%)
2025,Kalimantan Barat,Kab. Kapuas Hulu,139.21,50813.11,6.07,0.01,0,0,6.07,0.01,0,0,0,P 2,44.77,1.32,12.8,28.62,2.2,1.51,2.56,2.29,3.93,50805.58,Sangat Kurang (<30%)
2025,Kalimantan Barat,Kab. Bengkayang,121.37,44299.61,0,0,0,0,0,0,0,0,0,P 2,,,,,,,,,,44300.05,Sangat Kurang (<30%)
2025,Kalimantan Barat,Kab. Kayong Utara,68.65,25055.43,109.5,0.44,1056.68,4.22,1166.18,4.65,109.5,1056.68,4.65,P 2,39.31,12.54,11.21,19.74,3.43,2.53,2.11,2.35,,23891.07,Sangat Kurang (<30%)
2025,Kalimantan Barat,Kab. Kubu Raya,462.28,168732.2,0,0,13.09,0.01,13.09,0.01,0,13.09,0.01,P 2,,,,,,,,,,168719.11,Sangat Kurang (<30%)
2025,Kalimantan Barat,Kota Singkawang,108.74,39688.42,0,0,4717.6,11.89,4717.6,11.89,0,4717.6,11.89,P 2,76,,8.4,7.8,3.6,,,,4.2,34972.5,Sangat Kurang (<30%)
2025,Kalimantan Tengah,Kab. Kotawaringin Barat,141.4,51609.18,0,0,0,0,,,,,,,51,8,13,10,2,2,2,1,11,,Sangat Kurang (<30%)
2025,Kalimantan Tengah,Kab. Kotawaringin Timur,245.44,89584.91,90.67,0.1,11065.21,12.35,11155.88,12.45,0,11065.21,12.35,P 2,35,8,15,30,3,2,2,1,4,78429.72,Sangat Kurang (<30%)
2025,Kalimantan Tengah,Kab. Kapuas,215.09,78507.85,0,0,0,0,,,,,,,40.1,1.7,10.9,33.5,1.6,1.2,,1.1,9.9,,Sangat Kurang (<30%)
2025,Kalimantan Tengah,Kab. Barito Utara,65.05,23742.81,0,0,0,0,,,,,,,34,12,10,20,5,5,2,2,10,,Sangat Kurang (<30%)
2025,Kalimantan Tengah,Kab. Pulang Pisau,72.33,26401,0,0,646.05,2.45,646.05,2.45,0,646.05,2.45,P 2,23.51,26.74,13.31,25.13,3.19,2.41,0.83,1.79,3.09,25754.4,Sangat Kurang (<30%)
2025,Kalimantan Tengah,Kab. Barito Timur,46.67,17032.94,0,0,0,0,,,,,,,32,9,7,37,1,5,6.5,1.2,1.3,,Sangat Kurang (<30%)
2025,Kalimantan Tengah,Kota Palangkaraya,157.19,57372.53,0,0,0,0,,,,,,,41.8,4.33,8.66,19.74,2.31,2.36,2.18,2.04,16.58,,Sangat Kurang (<30%)
2025,Kalimantan Selatan,Kab. Banjar,357.43,130462.02,0,0,68808.25,52.74,68808.25,52.74,0,43258.25,33.16,P 2,34.76,11.29,4.84,17.15,0.48,1.47,0.5,1.56,27.95,61653.7,Kurang (30-60%)
2025,Kalimantan Selatan,Kab. Barito Kuala,98.94,36112.99,2213.63,6.13,6652.83,18.42,8866.47,24.55,2062.25,6652.83,24.13,P 2,42,9.5,10,21,4,3.5,1.5,1.5,7,27246.63,Sangat Kurang (<30%)
2025,Kalimantan Selatan,Kab. Tapin,76.18,27805.7,3.83,0.01,3661.71,13.17,3665.54,13.18,2.19,3661.71,13.18,P 2,42.23,1.3,16.73,30.5,1.67,4.92,1.36,0.95,0.33,24140.16,Sangat Kurang (<30%)
2025,Kalimantan Selatan,Kab. Hulu Sungai Selatan,110.07,40175.88,96.53,0.24,29598.89,73.67,29695.42,73.91,55.85,11421.89,28.57,P 2,55.18,1.48,13.13,25.35,2.9,0.46,0.9,0.4,0.2,10480.13,Cukup (60-80%)
2025,Kalimantan Selatan,Kab. Hulu Sungai Utara,95.37,34811.51,0,0,17128.46,49.2,17128.46,49.2,0,125.86,0.36,P 2,49.1,9.2,8.41,13.8,0.92,0.2,0.97,7.1,10.3,17681.59,Kurang (30-60%)
2025,Kalimantan Selatan,Kab. Tanah Bumbu,200.49,73178.36,246.84,0.34,65624.45,89.68,65871.29,90.01,246.84,14322.61,19.91,P 2,64.04,4.23,3.2,12.3,2.1,2.2,1.24,2.23,8.46,7307.56,Baik (>80%)
2025,Kalimantan Selatan,Kota Banjarmasin,477.23,174188.15,537.77,0.31,92954.68,53.36,93492.45,53.67,240.17,7763.31,4.59,P 2,40,15,9,15,1,2,1,3,14,80696.5,Kurang (30-60%)
2025,Kalimantan Timur,Kab. Paser,129.16,47144.69,32.74,0.07,39921.54,84.68,39954.28,84.75,13.17,4833.58,10.28,P 2,45.9,9.01,8.28,17.02,0.84,1.41,0.86,2.3,14.38,7189.12,Baik (>80%)
2025,Kalimantan Timur,Kab. Kutai Kartanegara,398.82,145570.67,0,0,0,0,,,,,,,34.58,24.72,13.89,16.81,0.96,1.26,0.25,0.86,6.67,,Sangat Kurang (<30%)
2025,Kalimantan Timur,Kab. Berau,154.01,56213.65,0,0,0,0,,,,,,,55.39,1.28,3.74,26.47,9.63,0.2,0.2,0.99,2.1,,Sangat Kurang (<30%)
2025,Kalimantan Timur,Kab. Kutai Barat,76.27,27838.99,0,0,0,0,,,,,,,39.26,12.8,11.14,19.69,3.41,2.55,2.08,2.39,6.68,,Sangat Kurang (<30%)
2025,Kalimantan Timur,Kab. Penajam Paser Utara,102.73,37495.72,0,0,0,0,,,,,,,46.13,1.09,20.87,29.83,0.22,0.02,0.67,0.83,0.34,,Sangat Kurang (<30%)
2025,Kalimantan Timur,Kab. Mahakam Ulu,19.18,7001.34,0,0,0,0,,,,,,,51,8,10,20,3,5,1,2,,,Sangat Kurang (<30%)
2025,Kalimantan Timur,Kota Bontang,108.98,39777.47,0,0,0,0,,,,,,,44.12,6,27.5,18,2.1,0.03,0.25,1.05,0.95,,Sangat Kurang (<30%)
2025,Kalimantan Utara,Kab. Bulungan,86.05,31409.35,0.45,0,30813.3,98.1,30813.75,98.1,0,0,0,P 2,,,,,,,,,,594.5,Baik (>80%)
2025,Kalimantan Utara,Kab. Malinau,35.03,12786.97,0,0,0,0,,,,,,,27,16,18,20,2,3,3,2,7,,Sangat Kurang (<30%)
2025,Kalimantan Utara,Kab. Nunukan,45.76,16703.8,0.31,0,15931.96,95.38,15932.27,95.38,0,4616.96,27.64,P 2,52.38,1.77,11.81,12.57,13,4.23,1.08,1.68,1.48,770.13,Baik (>80%)
2025,Kalimantan Utara,Kab. Tana Tidung,12.13,4425.99,0,0,0,0,,,,,,,,,,,,,,,,,Sangat Kurang (<30%)
2025,Kalimantan Utara,Kota Tarakan,129.01,47087.01,74.39,0.16,4221.54,8.97,4295.93,9.12,0,4221.54,8.97,P 2,37.6,28.77,9,19,3.18,1,0.6,0.11,0.74,42792.72,Sangat Kurang (<30%)
2025,Sulawesi Utara,Kab. Kepulauan Sangihe,56.25,20529.64,24.32,0.12,10280.98,50.08,10305.29,50.2,0,60.98,0.3,P 2,43.61,18.94,5.76,21.63,2.46,0.5,3.3,1.6,2.2,10225.96,Kurang (30-60%)
2025,Sulawesi Utara,Kab. Minahasa Tenggara,48.53,17714.62,0,0,10793.78,60.93,10793.78,60.93,0,26.28,0.15,P 2,36.68,10.02,12.59,9.08,4.1,4.32,3.59,5.47,14.15,6919.67,Cukup (60-80%)
2025,Sulawesi Utara,Kab. Bolaang Mongondow Utara,35.2,12848.29,1.5,0.01,32.72,0.25,34.22,0.27,0,32.72,0.25,P 2,30,10,15,20,2,1,1,1,20,12813.78,Sangat Kurang (<30%)
2025,Sulawesi Utara,Kab. Kep. Siau Tagulandang Biaro,28.21,10297.09,0,0,0,0,,,,,,,50,5,5,30,3,2,2,2,1,,Sangat Kurang (<30%)
2025,Sulawesi Utara,Kab. Bolaang Mongondow Timur,36.54,13336.22,0,0,0,0,0,0,0,0,0,P 2,49.5,14.9,8.1,14.2,3.1,1.8,1.9,1.05,2.3,13337.1,Sangat Kurang (<30%)
2025,Sulawesi Utara,Kab. Bolaang Mongondow Selatan,30.44,11111.33,0,0,0,0,,,,,,,20,7,16,18,8,7,9,6,9,,Sangat Kurang (<30%)
2025,Sulawesi Utara,Kota Manado,296.05,108059.84,0,0,0,0,,,,,,,51,2,13,16,1,1,1,2,13,,Sangat Kurang (<30%)
2025,Sulawesi Utara,Kota Kotamobagu,60.88,22220.47,0,0,0,0,,,,,,,53.5,5,11.8,8.5,5.7,3.6,2.6,2.8,6.5,,Sangat Kurang (<30%)
2025,Sulawesi Tengah,Kab. Poso,126.68,46236.38,0,0,0,0,,,,,,,,,,,,,,,,,Sangat Kurang (<30%)
2025,Sulawesi Tengah,Kab. Morowali,99.49,36314.95,0,0,0,0,,,,,,,17.3,21.01,9.5,37.99,7.1,1.5,2,0.6,3,,Sangat Kurang (<30%)
2025,Sulawesi Tengah,Kota Palu,218.43,79726.96,0,0,0,0,,,,,,,,,,,,,,,,,Sangat Kurang (<30%)
2025,Sulawesi Selatan,Kab. Bulukumba,192.27,70178.11,4741.5,6.76,25776.22,36.73,30517.72,43.49,3240.47,6431.22,13.78,P 2,28.5,25.8,9.25,15.18,4.7,5.8,3.2,1.9,5.67,39660.83,Kurang (30-60%)
2025,Sulawesi Selatan,Kab. Bone,413.69,150995.39,0,0,0,0,,,,,,,39.5,12.8,11.7,19.1,3.5,2.2,1.9,2.1,7.2,,Sangat Kurang (<30%)
2025,Sulawesi Selatan,Kab. Pinrang,191.49,69892.97,73.06,0.1,47533.4,68.01,47606.46,68.11,72.98,17475.65,25.11,P 2,5,5,30,50,7,2,,1,,22287.39,Cukup (60-80%)
2025,Sulawesi Selatan,Kab. Luwu Utara,167.58,61166.88,0,0,0,0,,,,,,,55,5,10,10,0.1,2,2.5,0.5,14.9,,Sangat Kurang (<30%)
2025,Sulawesi Selatan,Kota Makassar,1064.06,388381.87,0,0,0,0,,,,,,,65,,7,16,2,,1,4,5,,Sangat Kurang (<30%)
2025,Sulawesi Tenggara,Kab. Kolaka,126.35,46116.65,0,0,0,0,,,,,,,65,5,10,10,5,1,1,2,1,,Sangat Kurang (<30%)
2025,Sulawesi Tenggara,Kab. Konawe,133.57,48752.87,0,0,13235.02,27.15,13235.02,27.15,0,5387.52,11.05,P 2,44.31,2.81,13.32,25.82,1.52,4.4,2.16,0.52,5.14,35518.03,Sangat Kurang (<30%)
2025,Sulawesi Tenggara,Kab. Konawe Selatan,166.19,60660.99,0,0,0,0,,,,,,,57,5,4,25,5,2,,,2,,Sangat Kurang (<30%)
2025,Sulawesi Tenggara,Kab. Wakatobi,59.54,21730.28,0,0,14.49,0.07,14.49,0.07,0,14.49,0.07,P 2,45,15,5,25,1,1,1,1,6,21717.61,Sangat Kurang (<30%)
2025,Sulawesi Tenggara,Kab. Konawe Utara,33.38,12183.55,0,0,0,0,,,,,,,41,11,11,17,2,2,2,2,12,,Sangat Kurang (<30%)
2025,Sulawesi Tenggara,Kab. Kolaka Timur,64.9,23688.5,0,0,3029.5,12.79,3029.5,12.79,0,1204.5,5.08,P 2,40,10,6,20,8,5,8,3,,20659,Sangat Kurang (<30%)
2025,Sulawesi Tenggara,Kota Kendari,259.32,94652.53,0,0,31797.02,33.59,31797.02,33.59,0,31797.02,33.59,P 2,57.2,15.37,5.32,10.57,0.51,1.3,0.6,0.86,8.27,62854.78,Kurang (30-60%)
2025,Gorontalo,Kota Gorontalo,143.72,52458.75,9.98,0.02,33735.6,64.31,33745.59,64.33,0,6543.1,12.47,P 2,,,,,,,,,,18712.21,Cukup (60-80%)
2025,Sulawesi Barat,Kab. Mamuju,144.19,52629.72,0,0,0,0,,,,,,,,,,,,,,,,,Sangat Kurang (<30%)
2025,Sulawesi Barat,Kab. Majene,107.62,39279.48,0,0,0,0,,,,,,,45,15,10,15,3,3,2,2,5,,Sangat Kurang (<30%)
2025,Sulawesi Barat,Kab. Mamuju Tengah,71.64,26147.51,0,0,0,0,0,0,0,0,0,P 2,,,,,,,,,,26148.6,Sangat Kurang (<30%)
2025,Maluku Utara,Kab. Halmahera Utara,144.36,52692.53,0,0,0,0,,,,,,,46.62,16.63,16.11,14.43,0.69,1.39,1.29,2,0.84,,Sangat Kurang (<30%)
2025,Maluku Utara,Kab. Halmahera Selatan,103.43,37750.34,47.4,0.13,465.37,1.23,512.77,1.36,0,465.37,1.23,P 2,,,,,,,,,,37239.18,Sangat Kurang (<30%)
2025,Maluku Utara,Kab. Halmahera Timur,55.97,20430.33,0,0,0,0,,,,,,,43.57,20.53,7.57,13.03,3.01,2.74,2.11,2.13,5.31,,Sangat Kurang (<30%)
2025,Maluku Utara,Kab. Pulau Morotai,32.74,11951.56,0,0,0,0,0,0,0,0,0,P 2,37,33,6,10,1,2,,2,,11950.1,Sangat Kurang (<30%)
2025,Papua,Kota Jayapura,243.04,88709.45,0,0,0,0,,,,,,,54,9.5,5.8,15.79,2.3,3.07,2.05,1.49,6,,Sangat Kurang (<30%)
2025,Papua Barat,Kab. Manokwari,146,53290,0,0,0,0,,,,,,,44,2,11,26,,,,,17,,Sangat Kurang (<30%)
2025,Papua Barat,Kab. Fak Fak,37.96,13854.67,0,0,0,0,,,,,,,50.62,1.66,11.03,14.85,0.68,4.62,1.48,1.55,0.2,,Sangat Kurang (<30%)
2025,Papua Barat,Kab. Teluk Bintuni,36.43,13295.34,0,0,0,0,,,,,,,52.7,,2.6,44.3,0.4,,,,,,Sangat Kurang (<30%)
2025,Papua Barat,Kab. Teluk Wondama,19,6934.12,0,0,273.75,3.95,273.75,3.95,0,273.75,3.95,P 2,16,,16,27,,,,,41,6661.25,Sangat Kurang (<30%)
2025,Papua Selatan,Kab. Asmat,48.36,17651.69,0,0,0,0,,,,,,,23,10,15,30,7,5,3,3,4,,Sangat Kurang (<30%)
2025,Papua Tengah,Kab. Mimika,161.75,59039.3,0,0,0,0,,,,,,,,,,,,,,,,,Sangat Kurang (<30%)
